date,app,placement,geo,device,ad_format,demand_partner,ad_requests,responses,wins,impressions,clicks,conversions,revenue,latency_ms
2026-01-21 22:31:31.477829556,App_Beta,Banner_01,IN,iOS,Video,Partner_D,7279,5180,3298,3077,49,7,12.23,319.0
2026-01-21 22:34:05.272905458,App_Beta,Video_01,IN,iOS,Rewarded,Partner_A,9155,7790,4876,4442,57,4,16.45,264.0
2026-01-21 22:36:39.067981359,App_Epsilon,Interstitial_02,DE,iOS,Interstitial,Partner_D,9390,7997,2418,2025,108,14,4.74,676.0
2026-01-21 22:39:12.863057261,App_Beta,Banner_02,IN,Android,Video,Partner_B,4593,3992,1067,898,51,5,0.41,687.0
2026-01-21 22:41:46.658133162,App_Delta,Interstitial_02,CA,iOS,Video,Partner_C,5304,4582,2282,1934,148,15,4.1,392.0
2026-01-21 22:44:20.453209064,App_Beta,Video_01,IN,iOS,Rewarded,Partner_E,8437,7195,2473,2394,47,2,1.71,719.0
2026-01-21 22:46:54.248284965,App_Epsilon,Banner_02,US,Android,Banner,Partner_E,9178,7728,3552,3006,30,3,12.88,437.0
2026-01-21 22:49:28.043360867,App_Delta,Video_01,BR,iOS,Rewarded,Partner_E,5642,4279,908,835,18,0,1.4,399.0
2026-01-21 22:52:01.838436768,App_Beta,Banner_01,BR,iOS,Video,Partner_D,6742,4552,1491,1328,74,9,1.98,589.0
2026-01-21 22:54:35.633512670,App_Delta,Rewarded_01,US,iOS,Banner,Partner_D,6736,4738,2566,2465,26,2,4.98,571.0
2026-01-21 22:57:09.428588571,App_Gamma,Banner_02,CA,iOS,Banner,Partner_D,2915,2103,618,592,9,1,2.73,228.0
2026-01-21 22:59:43.223664473,App_Gamma,Banner_02,IN,iOS,Banner,Partner_C,7165,6908,1394,1228,46,1,0.95,774.0
2026-01-21 23:02:17.018740374,App_Gamma,Banner_01,UK,Android,Video,Partner_D,9933,7406,3020,2850,198,17,7.5,337.0
2026-01-21 23:04:50.813816276,App_Beta,Interstitial_01,IN,Android,Interstitial,Partner_B,9410,6931,3530,3246,250,6,9.27,125.0
2026-01-21 23:07:24.608892178,App_Epsilon,Banner_01,BR,Android,Banner,Partner_B,2274,2014,366,310,21,2,0.74,272.0
2026-01-21 23:09:58.403968079,App_Delta,Video_01,IN,iOS,Video,Partner_E,5141,4877,851,794,47,2,2.86,322.0
2026-01-21 23:12:32.199043981,App_Alpha,Banner_01,UK,Android,Banner,Partner_B,5825,5239,2959,2575,89,1,3.41,674.0
2026-01-21 23:15:05.994119882,App_Gamma,Banner_02,US,Android,Rewarded,Partner_A,2522,1802,1009,994,46,5,2.76,235.0
2026-01-21 23:17:39.789195784,App_Gamma,Banner_01,BR,Android,Rewarded,Partner_B,7841,6456,1463,1290,17,0,3.61,424.0
2026-01-21 23:20:13.584271685,App_Alpha,Interstitial_02,UK,Android,Video,Partner_E,3849,3771,932,825,41,1,1.02,379.0
2026-01-21 23:22:47.379347587,App_Alpha,Banner_01,UK,Android,Video,Partner_C,5132,3684,977,920,48,1,0.82,287.0
2026-01-21 23:25:21.174423488,App_Beta,Rewarded_01,UK,iOS,Banner,Partner_B,2521,2320,1200,1177,65,2,2.23,183.0
2026-01-21 23:27:54.969499390,App_Delta,Banner_01,DE,iOS,Rewarded,Partner_A,7514,7323,1331,1213,11,0,4.33,739.0
2026-01-21 23:30:28.764575291,App_Gamma,Banner_01,US,iOS,Interstitial,Partner_C,7340,5088,3166,2563,169,15,6.81,613.0
2026-01-21 23:33:02.559651193,App_Epsilon,Rewarded_01,BR,iOS,Banner,Partner_C,1305,914,138,128,6,0,0.05,585.0
2026-01-21 23:35:36.354727094,App_Beta,Interstitial_01,US,Android,Rewarded,Partner_A,5959,5456,2086,2007,122,4,4.63,152.0
2026-01-21 23:38:10.149802996,App_Beta,Interstitial_01,CA,Android,Banner,Partner_E,9839,7500,4687,4310,31,2,5.35,144.0
2026-01-21 23:40:43.944878897,App_Epsilon,Interstitial_01,DE,Android,Interstitial,Partner_D,5137,3880,1889,1742,31,3,1.08,668.0
2026-01-21 23:43:17.739954799,App_Epsilon,Interstitial_02,CA,Android,Banner,Partner_C,8451,8104,1918,1755,12,0,3.26,534.0
2026-01-21 23:45:51.535030700,App_Epsilon,Rewarded_01,BR,Android,Interstitial,Partner_E,4467,3471,1271,1100,10,1,1.07,663.0
2026-01-21 23:48:25.330106602,App_Alpha,Interstitial_02,IN,Android,Rewarded,Partner_B,6226,4686,1066,1034,47,4,2.85,598.0
2026-01-21 23:50:59.125182503,App_Gamma,Interstitial_02,US,Android,Banner,Partner_E,3801,3340,1716,1682,117,10,4.06,195.0
2026-01-21 23:53:32.920258405,App_Alpha,Video_01,DE,iOS,Interstitial,Partner_B,570,527,338,313,19,2,1.28,483.0
2026-01-21 23:56:06.715334306,App_Gamma,Interstitial_02,IN,iOS,Banner,Partner_E,8945,8281,2843,2578,103,1,1.77,589.0
2026-01-21 23:58:40.510410208,App_Alpha,Rewarded_01,CA,iOS,Interstitial,Partner_C,3753,3632,2209,1963,122,3,5.48,756.0
2026-01-22 00:01:14.305486109,App_Delta,Banner_02,DE,Android,Banner,Partner_C,8462,6314,2781,2695,160,22,1.88,170.0
2026-01-22 00:03:48.100562011,App_Gamma,Banner_02,BR,iOS,Rewarded,Partner_A,5681,5298,2882,2327,115,4,2.74,593.0
2026-01-22 00:06:21.895637912,App_Beta,Interstitial_01,CA,Android,Interstitial,Partner_B,8045,6875,4101,3652,260,37,12.27,164.0
2026-01-22 00:08:55.690713814,App_Gamma,Interstitial_02,US,iOS,Video,Partner_E,8088,7890,2738,2581,138,18,2.19,601.0
2026-01-22 00:11:29.485789715,App_Gamma,Interstitial_01,DE,iOS,Banner,Partner_D,2319,2021,1199,965,13,1,1.34,500.0
2026-01-22 00:14:03.280865617,App_Gamma,Interstitial_02,CA,iOS,Interstitial,Partner_E,1497,1409,586,521,23,2,1.27,563.0
2026-01-22 00:16:37.075941519,App_Delta,Interstitial_01,BR,iOS,Rewarded,Partner_E,2246,1911,763,626,42,1,1.35,124.0
2026-01-22 00:19:10.871017420,App_Alpha,Banner_01,DE,iOS,Video,Partner_E,3744,3045,1224,1153,33,1,5.46,793.0
2026-01-22 00:21:44.666093322,App_Beta,Rewarded_01,UK,iOS,Rewarded,Partner_C,935,876,178,146,9,1,0.31,433.0
2026-01-22 00:24:18.461169223,App_Alpha,Interstitial_02,CA,Android,Rewarded,Partner_E,9172,7874,1602,1378,36,1,2.93,587.0
2026-01-22 00:26:52.256245125,App_Alpha,Video_01,CA,Android,Video,Partner_C,3007,2796,543,465,15,1,0.98,506.0
2026-01-22 00:29:26.051321026,App_Epsilon,Interstitial_02,CA,iOS,Interstitial,Partner_E,9167,8858,4296,4233,323,13,14.33,719.0
2026-01-22 00:31:59.846396928,App_Delta,Interstitial_02,US,Android,Interstitial,Partner_B,5062,4500,2210,2143,148,13,8.08,328.0
2026-01-22 00:34:33.641472829,App_Epsilon,Rewarded_01,CA,iOS,Video,Partner_E,3319,2975,529,425,19,2,1.41,236.0
2026-01-22 00:37:07.436548731,App_Delta,Banner_01,CA,iOS,Banner,Partner_D,9397,8822,1707,1377,25,0,2.38,510.0
2026-01-22 00:39:41.231624632,App_Alpha,Banner_02,UK,iOS,Banner,Partner_C,3551,3396,2153,2067,75,10,5.65,342.0
2026-01-22 00:42:15.026700534,App_Alpha,Rewarded_01,DE,Android,Banner,Partner_B,8208,5415,1799,1473,35,2,6.47,659.0
2026-01-22 00:44:48.821776435,App_Delta,Banner_01,IN,Android,Rewarded,Partner_C,4302,3611,2092,1957,120,2,3.1,723.0
2026-01-22 00:47:22.616852337,App_Alpha,Interstitial_01,BR,iOS,Interstitial,Partner_B,3741,2915,513,451,6,0,0.27,215.0
2026-01-22 00:49:56.411928238,App_Alpha,Interstitial_02,IN,iOS,Banner,Partner_A,5313,4790,1881,1535,92,7,0.63,434.0
2026-01-22 00:52:30.207004140,App_Beta,Interstitial_02,IN,Android,Rewarded,Partner_E,1150,942,588,560,37,4,0.7,126.0
2026-01-22 00:55:04.002080041,App_Epsilon,Banner_02,UK,Android,Video,Partner_C,7092,6525,3347,2954,134,4,1.27,747.0
2026-01-22 00:57:37.797155943,App_Epsilon,Interstitial_01,CA,Android,Interstitial,Partner_A,6613,5887,2134,2055,157,18,9.36,715.0
2026-01-22 01:00:11.592231844,App_Epsilon,Banner_01,BR,iOS,Banner,Partner_D,8451,6196,2674,2533,93,7,8.54,615.0
2026-01-22 01:02:45.387307746,App_Gamma,Interstitial_01,CA,Android,Interstitial,Partner_D,9535,7144,1370,1131,60,3,4.23,333.0
2026-01-22 01:05:19.182383647,App_Beta,Interstitial_01,DE,Android,Video,Partner_B,1053,782,427,421,23,3,0.17,211.0
2026-01-22 01:07:52.977459549,App_Epsilon,Banner_02,DE,Android,Interstitial,Partner_D,2377,1547,780,648,4,0,1.53,90.0
2026-01-22 01:10:26.772535450,App_Epsilon,Banner_01,DE,iOS,Banner,Partner_C,8159,5376,2634,2152,158,6,3.88,681.0
2026-01-22 01:13:00.567611352,App_Beta,Banner_02,DE,iOS,Interstitial,Partner_E,868,639,373,304,10,0,1.26,169.0
2026-01-22 01:15:34.362687253,App_Alpha,Banner_01,CA,Android,Video,Partner_D,2478,2099,1123,945,65,7,4.58,294.0
2026-01-22 01:18:08.157763155,App_Epsilon,Rewarded_01,UK,Android,Rewarded,Partner_C,1307,907,588,508,16,1,0.13,454.0
2026-01-22 01:20:41.952839056,App_Alpha,Rewarded_01,BR,iOS,Video,Partner_E,5101,4303,2183,1907,103,3,4.81,422.0
2026-01-22 01:23:15.747914958,App_Epsilon,Interstitial_02,DE,Android,Video,Partner_A,7673,6374,2535,2111,151,4,6.34,134.0
2026-01-22 01:25:49.542990860,App_Delta,Banner_02,US,iOS,Video,Partner_D,1115,1057,500,470,21,1,1.8,251.0
2026-01-22 01:28:23.338066761,App_Gamma,Rewarded_01,DE,iOS,Interstitial,Partner_C,7109,6238,3252,3140,245,30,9.34,576.0
2026-01-22 01:30:57.133142663,App_Epsilon,Video_01,UK,Android,Banner,Partner_E,8522,8248,3027,2553,128,11,6.94,290.0
2026-01-22 01:33:30.928218564,App_Delta,Interstitial_01,US,iOS,Banner,Partner_A,9496,7958,3864,3527,276,13,14.99,364.0
2026-01-22 01:36:04.723294466,App_Beta,Interstitial_01,IN,iOS,Interstitial,Partner_B,5927,5399,1536,1422,86,6,1.09,182.0
2026-01-22 01:38:38.518370367,App_Delta,Rewarded_01,UK,iOS,Video,Partner_C,5226,4385,1009,927,42,5,0.64,231.0
2026-01-22 01:41:12.313446269,App_Beta,Banner_02,CA,iOS,Video,Partner_C,572,548,347,287,9,0,0.26,758.0
2026-01-22 01:43:46.108522170,App_Epsilon,Interstitial_02,DE,iOS,Interstitial,Partner_A,6021,5288,1673,1434,20,0,6.16,289.0
2026-01-22 01:46:19.903598072,App_Beta,Interstitial_01,BR,iOS,Interstitial,Partner_A,9742,7246,1616,1452,36,0,6.37,335.0
2026-01-22 01:48:53.698673973,App_Delta,Interstitial_02,BR,iOS,Video,Partner_A,1218,1142,340,276,15,0,1.03,93.0
2026-01-22 01:51:27.493749875,App_Gamma,Interstitial_01,US,Android,Video,Partner_C,3527,3292,1040,863,10,0,0.81,551.0
2026-01-22 01:54:01.288825776,App_Alpha,Banner_01,UK,Android,Banner,Partner_D,5553,4846,1377,1142,32,2,2.79,366.0
2026-01-22 01:56:35.083901678,App_Alpha,Rewarded_01,US,iOS,Rewarded,Partner_B,2115,1735,466,418,7,0,1.34,129.0
2026-01-22 01:59:08.878977579,App_Gamma,Banner_02,CA,Android,Video,Partner_B,9363,7376,1853,1515,65,2,7.15,255.0
2026-01-22 02:01:42.674053481,App_Alpha,Interstitial_01,US,Android,Interstitial,Partner_C,1070,816,191,169,3,0,0.38,544.0
2026-01-22 02:04:16.469129382,App_Epsilon,Rewarded_01,CA,Android,Interstitial,Partner_B,7258,5958,1082,1001,74,6,0.99,329.0
2026-01-22 02:06:50.264205284,App_Epsilon,Interstitial_02,BR,iOS,Rewarded,Partner_E,6982,6753,1534,1429,31,3,4.57,411.0
2026-01-22 02:09:24.059281185,App_Delta,Banner_02,UK,Android,Rewarded,Partner_A,6304,4380,669,612,44,6,0.75,603.0
2026-01-22 02:11:57.854357087,App_Delta,Banner_02,BR,Android,Banner,Partner_C,5038,4934,2876,2648,79,10,0.73,657.0
2026-01-22 02:14:31.649432988,App_Beta,Rewarded_01,UK,Android,Rewarded,Partner_A,5907,3885,2109,1771,117,3,2.51,757.0
2026-01-22 02:17:05.444508890,App_Delta,Rewarded_01,BR,iOS,Banner,Partner_B,704,534,155,136,8,0,0.57,83.0
2026-01-22 02:19:39.239584791,App_Epsilon,Rewarded_01,UK,iOS,Rewarded,Partner_A,9497,6888,1047,931,13,1,4.6,663.0
2026-01-22 02:22:13.034660693,App_Delta,Banner_01,IN,Android,Banner,Partner_E,4186,4008,1611,1425,57,1,3.48,563.0
2026-01-22 02:24:46.829736594,App_Alpha,Banner_01,BR,Android,Video,Partner_D,2049,1351,540,444,26,2,0.69,233.0
2026-01-22 02:27:20.624812496,App_Beta,Banner_02,CA,Android,Banner,Partner_E,9996,8312,2873,2387,100,11,9.4,491.0
2026-01-22 02:29:54.419888397,App_Beta,Rewarded_01,IN,Android,Video,Partner_A,5888,3924,914,850,23,0,0.39,565.0
2026-01-22 02:32:28.214964299,App_Epsilon,Video_01,US,Android,Video,Partner_D,2326,1709,616,563,22,2,1.4,376.0
2026-01-22 02:35:02.010040200,App_Delta,Video_01,BR,Android,Video,Partner_B,7210,6846,1343,1148,36,3,4.12,96.0
2026-01-22 02:37:35.805116102,App_Alpha,Banner_01,CA,iOS,Video,Partner_A,4096,3412,1148,1024,64,4,3.49,328.0
2026-01-22 02:40:09.600192004,App_Delta,Banner_02,US,Android,Interstitial,Partner_B,6165,4233,2016,1984,23,1,1.92,665.0
2026-01-22 02:42:43.395267905,App_Gamma,Interstitial_01,BR,Android,Rewarded,Partner_A,9267,8086,2114,2064,155,5,7.06,313.0
2026-01-22 02:45:17.190343807,App_Delta,Video_01,US,Android,Interstitial,Partner_A,1172,950,524,501,33,4,2.29,347.0
2026-01-22 02:47:50.985419708,App_Epsilon,Rewarded_01,DE,iOS,Banner,Partner_E,8988,7981,1490,1224,28,2,1.15,733.0
2026-01-22 02:50:24.780495610,App_Delta,Banner_01,UK,iOS,Rewarded,Partner_D,9174,6263,1634,1356,85,2,3.08,778.0
2026-01-22 02:52:58.575571511,App_Beta,Banner_02,US,Android,Video,Partner_A,6372,5387,2182,2023,129,10,6.24,298.0
2026-01-22 02:55:32.370647413,App_Alpha,Rewarded_01,UK,Android,Video,Partner_C,3458,2722,1124,1034,71,1,1.71,550.0
2026-01-22 02:58:06.165723314,App_Epsilon,Banner_02,US,Android,Rewarded,Partner_E,9841,7976,2742,2387,96,7,5.96,203.0
2026-01-22 03:00:39.960799216,App_Gamma,Interstitial_01,BR,iOS,Banner,Partner_A,2093,1714,344,325,6,0,1.61,417.0
2026-01-22 03:03:13.755875117,App_Alpha,Video_01,UK,Android,Video,Partner_A,9720,7899,1458,1204,33,1,3.29,369.0
2026-01-22 03:05:47.550951019,App_Alpha,Banner_02,CA,iOS,Interstitial,Partner_D,7895,6630,1863,1510,9,0,7.04,535.0
2026-01-22 03:08:21.346026920,App_Beta,Banner_02,UK,iOS,Rewarded,Partner_A,8860,7020,1173,1019,37,2,4.47,142.0
2026-01-22 03:10:55.141102822,App_Beta,Interstitial_01,IN,iOS,Banner,Partner_B,2361,1762,482,468,5,0,1.16,494.0
2026-01-22 03:13:28.936178723,App_Beta,Interstitial_02,CA,iOS,Rewarded,Partner_A,2975,2576,987,828,47,3,1.32,584.0
2026-01-22 03:16:02.731254625,App_Epsilon,Rewarded_01,CA,iOS,Rewarded,Partner_A,5653,3685,748,602,15,1,2.27,732.0
2026-01-22 03:18:36.526330526,App_Delta,Interstitial_01,CA,iOS,Banner,Partner_A,6126,4574,2367,2277,162,10,8.18,340.0
2026-01-22 03:21:10.321406428,App_Alpha,Video_01,UK,iOS,Banner,Partner_B,5031,3599,702,591,36,4,1.23,515.0
2026-01-22 03:23:44.116482329,App_Delta,Interstitial_01,UK,iOS,Video,Partner_E,6077,4760,1096,1074,40,5,2.28,188.0
2026-01-22 03:26:17.911558231,App_Delta,Video_01,UK,Android,Banner,Partner_C,4276,3255,1969,1876,112,4,1.9,460.0
2026-01-22 03:28:51.706634132,App_Beta,Rewarded_01,CA,Android,Interstitial,Partner_E,4238,3905,826,694,52,3,1.02,530.0
2026-01-22 03:31:25.501710034,App_Delta,Video_01,US,Android,Interstitial,Partner_B,5703,3944,2438,2008,19,1,5.66,162.0
2026-01-22 03:33:59.296785935,App_Alpha,Banner_02,CA,Android,Interstitial,Partner_E,4148,3664,2215,1936,151,17,3.92,486.0
2026-01-22 03:36:33.091861837,App_Alpha,Banner_01,CA,Android,Rewarded,Partner_E,2144,1833,956,841,51,3,2.41,317.0
2026-01-22 03:39:06.886937738,App_Gamma,Rewarded_01,DE,iOS,Video,Partner_E,3493,2367,1236,1222,40,2,2.76,562.0
2026-01-22 03:41:40.682013640,App_Epsilon,Interstitial_01,UK,iOS,Rewarded,Partner_B,1248,966,480,424,12,0,1.6,639.0
2026-01-22 03:44:14.477089541,App_Delta,Banner_02,DE,iOS,Interstitial,Partner_C,9503,7035,4471,4072,264,31,9.48,770.0
2026-01-22 03:46:48.272165443,App_Epsilon,Video_01,CA,Android,Banner,Partner_A,1237,1148,237,225,2,0,0.5,684.0
2026-01-22 03:49:22.067241345,App_Epsilon,Interstitial_02,UK,iOS,Rewarded,Partner_D,4812,4078,2006,1873,139,4,5.68,669.0
2026-01-22 03:51:55.862317246,App_Epsilon,Banner_02,BR,Android,Video,Partner_D,3792,3392,649,577,27,1,1.61,122.0
2026-01-22 03:54:29.657393148,App_Epsilon,Banner_01,DE,iOS,Interstitial,Partner_C,3220,2585,769,633,20,0,1.01,337.0
2026-01-22 03:57:03.452469049,App_Alpha,Banner_02,IN,Android,Video,Partner_B,3367,2313,585,470,19,1,0.53,270.0
2026-01-22 03:59:37.247544951,App_Delta,Banner_01,UK,iOS,Video,Partner_E,5758,4800,1937,1852,24,0,6.15,403.0
2026-01-22 04:02:11.042620852,App_Gamma,Interstitial_02,BR,iOS,Interstitial,Partner_B,1864,1399,619,610,31,1,1.36,257.0
2026-01-22 04:04:44.837696754,App_Epsilon,Interstitial_02,DE,iOS,Video,Partner_E,7025,5114,2290,2172,122,10,4.73,360.0
2026-01-22 04:07:18.632772655,App_Gamma,Banner_02,CA,Android,Rewarded,Partner_C,7931,6597,2858,2325,130,8,5.14,342.0
2026-01-22 04:09:52.427848557,App_Alpha,Rewarded_01,BR,iOS,Video,Partner_A,3811,2580,700,603,6,0,2.35,278.0
2026-01-22 04:12:26.222924458,App_Alpha,Rewarded_01,IN,iOS,Video,Partner_C,2436,2322,1026,953,72,9,1.51,373.0
2026-01-22 04:15:00.018000360,App_Beta,Rewarded_01,IN,iOS,Banner,Partner_E,7135,5641,1786,1493,97,8,2.56,215.0
2026-01-22 04:17:33.813076261,App_Epsilon,Video_01,IN,Android,Video,Partner_E,5714,4282,1159,979,65,6,1.5,693.0
2026-01-22 04:20:07.608152163,App_Beta,Video_01,IN,Android,Rewarded,Partner_B,9826,7957,1832,1803,16,1,2.82,428.0
2026-01-22 04:22:41.403228064,App_Gamma,Interstitial_02,BR,Android,Video,Partner_B,4436,3397,933,877,63,2,1.25,717.0
2026-01-22 04:25:15.198303966,App_Delta,Banner_01,CA,Android,Rewarded,Partner_D,5004,4140,1449,1342,36,3,1.07,564.0
2026-01-22 04:27:48.993379867,App_Beta,Video_01,DE,iOS,Rewarded,Partner_C,3959,3416,934,890,49,5,0.57,564.0
2026-01-22 04:30:22.788455769,App_Alpha,Video_01,IN,Android,Interstitial,Partner_A,2075,2011,1189,956,69,7,3.54,251.0
2026-01-22 04:32:56.583531670,App_Epsilon,Interstitial_01,BR,iOS,Rewarded,Partner_C,8418,6805,1197,986,76,3,2.85,479.0
2026-01-22 04:35:30.378607572,App_Gamma,Banner_02,CA,iOS,Banner,Partner_C,9496,8762,1404,1157,14,0,1.56,449.0
2026-01-22 04:38:04.173683473,App_Alpha,Video_01,BR,iOS,Rewarded,Partner_A,2734,2364,964,832,9,1,1.59,272.0
2026-01-22 04:40:37.968759375,App_Delta,Video_01,DE,Android,Banner,Partner_E,6488,5583,2178,1873,60,4,7.54,768.0
2026-01-22 04:43:11.763835276,App_Epsilon,Banner_01,BR,Android,Interstitial,Partner_B,9024,7226,4524,4116,309,17,11.8,506.0
2026-01-22 04:45:45.558911178,App_Delta,Interstitial_01,CA,iOS,Banner,Partner_E,9555,7185,3594,3473,147,15,10.32,392.0
2026-01-22 04:48:19.353987079,App_Delta,Interstitial_02,US,iOS,Video,Partner_B,7863,5169,788,705,33,4,3.05,688.0
2026-01-22 04:50:53.149062981,App_Epsilon,Interstitial_01,CA,Android,Interstitial,Partner_B,8187,6185,3276,3100,157,6,10.51,548.0
2026-01-22 04:53:26.944138882,App_Epsilon,Interstitial_02,DE,iOS,Video,Partner_A,4518,4189,2519,2278,12,0,4.17,194.0
2026-01-22 04:56:00.739214784,App_Delta,Interstitial_02,CA,iOS,Banner,Partner_E,6876,4817,2051,1660,56,4,1.2,357.0
2026-01-22 04:58:34.534290686,App_Gamma,Video_01,BR,iOS,Banner,Partner_E,4997,3875,1962,1705,90,11,3.13,413.0
2026-01-22 05:01:08.329366587,App_Epsilon,Video_01,UK,iOS,Interstitial,Partner_E,5053,3995,977,879,14,1,3.1,468.0
2026-01-22 05:03:42.124442489,App_Alpha,Video_01,UK,Android,Video,Partner_C,5001,4150,2483,2428,104,4,2.44,231.0
2026-01-22 05:06:15.919518390,App_Beta,Banner_01,IN,iOS,Banner,Partner_D,6617,4661,1296,1197,90,2,1.39,104.0
2026-01-22 05:08:49.714594292,App_Gamma,Rewarded_01,DE,iOS,Rewarded,Partner_C,8993,8538,4262,3957,124,11,4.8,566.0
2026-01-22 05:11:23.509670193,App_Epsilon,Rewarded_01,CA,Android,Rewarded,Partner_A,3204,2862,1361,1304,52,0,2.52,375.0
2026-01-22 05:13:57.304746095,App_Epsilon,Banner_01,BR,iOS,Rewarded,Partner_A,858,673,393,371,12,1,1.7,684.0
2026-01-22 05:16:31.099821996,App_Gamma,Banner_02,BR,iOS,Banner,Partner_D,9161,8639,3107,2825,57,8,4.44,282.0
2026-01-22 05:19:04.894897898,App_Beta,Interstitial_02,US,Android,Rewarded,Partner_A,1598,1322,402,395,17,1,0.49,291.0
2026-01-22 05:21:38.689973799,App_Delta,Banner_02,US,Android,Banner,Partner_E,5964,5660,3002,2428,125,2,7.09,651.0
2026-01-22 05:24:12.485049701,App_Alpha,Interstitial_02,IN,Android,Rewarded,Partner_E,4600,3577,1446,1324,49,1,6.32,404.0
2026-01-22 05:26:46.280125602,App_Epsilon,Video_01,DE,Android,Video,Partner_D,2753,2093,721,623,15,1,3.08,771.0
2026-01-22 05:29:20.075201504,App_Beta,Interstitial_02,IN,iOS,Banner,Partner_C,725,474,179,174,5,0,0.29,621.0
2026-01-22 05:31:53.870277405,App_Alpha,Video_01,US,iOS,Rewarded,Partner_B,4625,3564,569,553,5,0,0.33,172.0
2026-01-22 05:34:27.665353307,App_Gamma,Rewarded_01,US,iOS,Interstitial,Partner_E,9709,7812,2118,1738,24,0,6.83,108.0
2026-01-22 05:37:01.460429208,App_Epsilon,Rewarded_01,DE,Android,Banner,Partner_A,659,524,208,182,14,0,0.5,484.0
2026-01-22 05:39:35.255505110,App_Delta,Interstitial_02,CA,Android,Rewarded,Partner_E,2908,2582,1510,1447,52,3,1.74,717.0
2026-01-22 05:42:09.050581011,App_Gamma,Video_01,IN,iOS,Rewarded,Partner_C,3602,3025,989,823,37,1,2.18,299.0
2026-01-22 05:44:42.845656913,App_Epsilon,Rewarded_01,US,iOS,Banner,Partner_E,5009,4420,2282,2030,75,6,4.19,716.0
2026-01-22 05:47:16.640732814,App_Beta,Rewarded_01,BR,Android,Interstitial,Partner_A,5320,3634,2294,2129,158,11,5.79,138.0
2026-01-22 05:49:50.435808716,App_Alpha,Video_01,UK,Android,Rewarded,Partner_E,4003,2738,1694,1550,24,2,3.22,164.0
2026-01-22 05:52:24.230884617,App_Alpha,Interstitial_01,US,iOS,Video,Partner_E,4577,3505,2113,1992,44,4,3.68,577.0
2026-01-22 05:54:58.025960519,App_Epsilon,Interstitial_01,CA,Android,Video,Partner_B,5829,5083,2701,2656,154,5,7.9,622.0
2026-01-22 05:57:31.821036420,App_Gamma,Video_01,IN,Android,Video,Partner_B,1475,1358,531,446,23,2,1.17,696.0
2026-01-22 06:00:05.616112322,App_Delta,Interstitial_02,US,Android,Interstitial,Partner_B,6443,4599,1930,1703,8,0,1.84,463.0
2026-01-22 06:02:39.411188223,App_Beta,Rewarded_01,BR,iOS,Video,Partner_E,1541,1020,204,167,6,0,0.26,503.0
2026-01-22 06:05:13.206264125,App_Epsilon,Interstitial_01,UK,iOS,Interstitial,Partner_E,9889,8983,4244,3831,154,12,18.8,476.0
2026-01-22 06:07:47.001340026,App_Beta,Banner_02,UK,iOS,Interstitial,Partner_B,6368,4879,1161,1100,79,5,5.24,629.0
2026-01-22 06:10:20.796415928,App_Alpha,Interstitial_02,BR,iOS,Banner,Partner_C,4795,3549,1646,1496,104,1,4.63,230.0
2026-01-22 06:12:54.591491830,App_Delta,Interstitial_02,IN,iOS,Rewarded,Partner_C,4508,2979,1797,1571,53,7,3.3,441.0
2026-01-22 06:15:28.386567731,App_Beta,Banner_02,BR,iOS,Banner,Partner_C,7050,5947,1751,1542,56,5,0.72,289.0
2026-01-22 06:18:02.181643633,App_Epsilon,Interstitial_02,CA,Android,Banner,Partner_E,2839,2377,979,806,63,3,0.89,712.0
2026-01-22 06:20:35.976719534,App_Delta,Rewarded_01,BR,Android,Interstitial,Partner_D,4361,3838,2239,1949,101,1,1.74,306.0
2026-01-22 06:23:09.771795436,App_Gamma,Interstitial_01,DE,Android,Video,Partner_D,6482,5352,1295,1091,64,8,3.5,329.0
2026-01-22 06:25:43.566871337,App_Epsilon,Banner_01,CA,Android,Banner,Partner_D,6388,4183,1259,1023,65,5,3.23,293.0
2026-01-22 06:28:17.361947239,App_Beta,Interstitial_01,DE,iOS,Interstitial,Partner_A,693,630,257,226,14,1,1.1,145.0
2026-01-22 06:30:51.157023140,App_Delta,Video_01,DE,Android,Interstitial,Partner_E,3148,2543,1044,916,23,0,3.59,362.0
2026-01-22 06:33:24.952099042,App_Epsilon,Banner_02,UK,iOS,Rewarded,Partner_C,1611,1517,389,352,17,0,1.12,458.0
2026-01-22 06:35:58.747174943,App_Delta,Banner_01,UK,Android,Banner,Partner_B,8368,7653,2016,1864,16,2,8.79,614.0
2026-01-22 06:38:32.542250845,App_Delta,Video_01,US,iOS,Interstitial,Partner_A,4084,2765,685,593,45,5,2.41,86.0
2026-01-22 06:41:06.337326746,App_Delta,Video_01,DE,Android,Rewarded,Partner_B,7352,5257,1676,1471,58,1,6.98,646.0
2026-01-22 06:43:40.132402648,App_Beta,Rewarded_01,IN,Android,Interstitial,Partner_A,9412,7244,3435,3102,134,6,4.62,385.0
2026-01-22 06:46:13.927478549,App_Epsilon,Rewarded_01,IN,iOS,Rewarded,Partner_E,661,531,133,128,1,0,0.5,692.0
2026-01-22 06:48:47.722554451,App_Alpha,Interstitial_01,DE,iOS,Interstitial,Partner_A,8529,6147,2399,2211,133,15,8.6,91.0
2026-01-22 06:51:21.517630352,App_Alpha,Interstitial_02,UK,iOS,Banner,Partner_B,1454,1221,777,641,5,0,2.85,657.0
